term,en,jp
wend,wend,ウェンドゥ
wench,wench,ウェンチ
welty,welty,ウェルティー
welter,welter,ウェルター
welt,welt,ウェルトゥ
welsh,welsh,ウェルシュ
wellington,wellington,ウェリントン
welling,welling,ウェリング
wellesley,wellesley,ウエルズリー
welled,welled,ウェルドゥ
wellcome,wellcome,ウェルカム
well,well,ウェル
welfare,welfare,ウェルフェア
weldon,weldon,ウエルドン
weldom,weldom,ウェルダム
welding,welding,ウェルディング
welder,welder,ウェルダー
welded,welded,ウェルディドゥ
weld,weld,ウェルドゥ
welcoming,welcoming,ウェルカミング
welcomed,welcomed,ウェルカムドゥ
welcome,welcome,ウェルカム
welches,welches,ウェルチズ
welched,welched,ウェルチトゥ
welch,welch,ウェルチ
welby,welby,ウェルビー
weizmann,weizmann,バイツマン
weissman,weissman,ワイズマン
weisskopf,weisskopf,バイスコプフ
weissenbach,weissenbach,ワイゼンバッハ
weiss,weiss,ワイス
weirdo,weirdo,ウィアードウ
weirder,weirder,ウィアーダー
weird,weird,ウィアードゥ
weir,weir,ウィア
weinstein,weinstein,ウェインスタイン
weiner,weiner,ウイーナー
weinblatt,weinblatt,ウェインブラットゥ
weinberger,weinberger,ワインバーガー
weimar,weimar,バイマー
weihenmayer,weihenmayer,ワイヘンマイヤー
weighty,weighty,ウェイティー
weights,weights,ウェイツ
weighting,weighting,ウェィティング
weightiest,weightiest,ウェイティエストゥ
weighted,weighted,ウェイティドゥ
weight,weight,ウェイトゥ
weighed,weighed,ウェイドゥ
weigh,weigh,ウェイ
weft,weft,ウェフトゥ
weewee,weewee,ウィウィー
wees,wees,ウィーズ
weepy,weepy,ウィーピー
weeping,weeping,ウィーピング
weep,weep,ウィープ
weeny,weeny,ウィーニー
weenie,weenie,ウィーニー
weeklies,weeklies,ウィークリイズ
weekends,weekends,ウィークエンズ
week,week,ウィーク
weedy,weedy,ウィーディイ
weeds,weeds,ウィーズ
weeding,weeding,ウィーディング
weedier,weedier,ウィーディアー
weeded,weeded,ウィーディドゥ
weed,weed,ウィードゥ
wee,wee,ウィー
weds,weds,ウェズ
wednesday,wednesday,ウェンズデイ
wedge,wedge,ウェッジ
wedding,wedding,ウェディング
wedded,wedded,ウェディドゥ
wed,wed,ウェドゥ
webster,webster,ウェブスター
weber,weber,ウェーバー
webcam,webcam,ウェブキャム
webbing,webbing,ウェビング
webber,webber,ウエバー
webbed,webbed,ウェブドゥ
web,web,ウェブ
weaving,weaving,ウィーヴィング
weaver,weaver,ウィーヴァー
weave,weave,ウィーブ
weather,weather,ウェザー
weasel,weasel,ウィーズル
weary,weary,ウィァリー
wearisome,wearisome,ウィアリサム
wearing,wearing,ウェアリング
weariness,weariness,ウィアリネス
wearily,wearily,ウィアリリー
weariest,weariest,ウィアリエストゥ
wearies,wearies,ウィアリイズ
wearier,wearier,ウィアリアー
wearied,wearied,ウィアリードゥ
wearer,wearer,ウェアラー
wear,wear,ウェアー
weaponry,weaponry,ウェポンリー
weaponizing,weaponizing,ウェポナイジング
weaponize,weaponize,ウェポナイズ
weapon,weapon,ウェポン
weaning,weaning,ウィーニング
weaned,weaned,ウィーンドゥ
wean,wean,ウィーン
wealthy,wealthy,ウェルスィー
wealthiest,wealthiest,ウェルスィエストゥ
wealthier,wealthier,ウェルスィアー
wealth,wealth,ウェルス
weald,weald,ウィールドゥ
weal,weal,ウィール
weaknesses,weaknesses,ウィークネシズ
weakling,weakling,ウィークリング
weakish,weakish,ウィーキッシュ
weakhearted,weakhearted,ウィークハーティドゥ
weakest,weakest,ウィーケストゥ
weaker,weaker,ウィーカー
weakening,weakening,ウィークニング
weakened,weakened,ウィークンドゥ
weaken,weaken,ウィークン
weak,weak,ウィーク
we,we,ウィー
wclose,wclose,ダブリュクロウズ
wayne,wayne,ウェイン
wayfarer,wayfarer,ウェイフェアラー
way,way,ウェイ
waxing,waxing,ワクシング
waxes,waxes,ワクシズ
waxen,waxen,ワクスン
waxed,waxed,ワクストゥ
wax,wax,ワックス
wawal,wawal,ババル
wavy,wavy,ウェイヴィー
waving,waving,ウェイヴィング
wavering,wavering,ウェイヴァリング
wavered,wavered,ウェイバードゥ
waver,waver,ウェイヴァー
waved,waved,ウェイブドゥ
wave,wave,ウェイブ
waugh,waugh,ウオー
wattle,wattle,ワトゥル
wattage,wattage,ワッテイジ
watt,watt,ワットゥ
watson,watson,ワトゥソン
watkins,watkins,ワトゥキンス
watery,watery,ウォータリー
waterly,waterly,ウォーターリー
waterloo,waterloo,ワーテルロー
watering,watering,ウォータリング
watered,watered,ウォータードゥ
water,water,ウォーター
watching,watching,ウォッチング
watches,watches,ウォッチズ
watcher,watcher,ウォッチャー
watched,watched,ウォッチトゥ
watch,watch,ウォッチ
wastrel,wastrel,ウェィストゥレル
wasting,wasting,ウェイスティング
wastes,wastes,ウェイスツ
waster,waster,ウェイスター
wastefully,wastefully,ウェイストゥフリー
wasted,wasted,ウェイスティドゥ
waste,waste,ウェィストゥ
wastage,wastage,ウェィスティジ
wasserman,wasserman,ワッサーマン
wassailing,wassailing,ワッスリング
wassailed,wassailed,ワッスルドゥ
wassail,wassail,ワッスル
waspish,waspish,ワスピッシュ
wasp,wasp,ワスプ
washy,washy,ウォッシー
washington,washington,ワシントン
washing,washing,ウォッシング
washes,washes,ウォッシュズ
washer,washer,ウォッシャー
washed,washed,ウォッシュトゥ
washable,washable,ウォッシャブル
wash,wash,ウォッシュ
wasatch,wasatch,ウォサッチ
was,was,ワズ
wary,wary,ウェアリー
warty,warty,ウオーティー
wart,wart,ウオートゥ
warshawski,warshawski,ウォショースキー
warrior,warrior,ウオリアー
warring,warring,ウォーリング
warrener,warrener,ウォーレナー
warren,warren,ウォーレン
warranty,warranty,ワランティー
warrants,warrants,ワランツ
warranting,warranting,ワランティング
warranted,warranted,ワランティドゥ
warrantable,warrantable,ワランタブル
warrant,warrant,ワラントゥ
warpro,warpro,ワープロ
warplane,warplane,ウォープレイン
warping,warping,ワーピング
warped,warped,ワープトゥ
warp,warp,ワープ
warning,warning,ウオーニング
warner,warner,ワーナー
warned,warned,ウオーンドゥ
warn,warn,ウオーン
warmy,warmy,ウオーミー
warmth,warmth,ウオームス
warming,warming,ウオーミング
warmest,warmest,ウオーメストゥ
warmer,warmer,ウオーマー
warmed,warmed,ウオームドゥ
warm,warm,ウオーム
wariness,wariness,ウェアリネス
warily,warily,ウエアリリイ
wariliness,wariliness,ウェアリリネス
wariest,wariest,ウェアリエストゥ
warier,warier,ウェアリアー
warhol,warhol,ウォーホル
wares,wares,ウェアズ
warenne,warenne,ウォレン
ware,ware,ウェア
wardship,wardship,ウォードゥシップ
wards,wards,ウォーズ
warding,warding,ウォーディング
warder,warder,ウォーダー
warden,warden,ウォードゥン
warded,warded,ウォーディドゥ
ward,ward,ウォードゥ
warburg,warburg,ウォーバーグ
warbling,warbling,ウォーブリング
warbler,warbler,ウォーブラー
warbled,warbled,ウォーブルドゥ
warble,warble,ウォーブル
war,war,ウォー
wapvan,wapvan,ワップバン
wappingers,wappingers,ウオピンガーズ
wappend,wappend,ダブリュアペンドゥ
wapiti,wapiti,ワピティー
wanvan,wanvan,ワンバン
wants,wants,ワンツ
wanton,wanton,ワントン
wanting,wanting,ワンティング
wanted,wanted,ワンティドゥ
want,want,ワントゥ
wannabe,wannabe,ワナビー
wanna,wanna,ワナ
waning,waning,ウェイニング
wangling,wangling,ワングリング
wangle,wangle,ワングル
wang,wang,ワン
waned,waned,ウェインドゥ
wane,wane,ウェイン
wanderlust,wanderlust,ワンダラストゥ
wandering,wandering,ワンダリング
wanderer,wanderer,ワンダラー
wandered,wandered,ワンダードゥ
wander,wander,ワンダー
wand,wand,ワンドゥ
wan,wan,ウヲン
wampum,wampum,ワンパム
waltz,waltz,ワルツ
walton,walton,ウォルトン
walter,walter,ワルター
walt,walt,ウォルトゥ
walsh,walsh,ウォルシュ
walruses,walruses,ウォーラシーズ
walrus,walrus,ウォーラス
walnuts,walnuts,ウォルナッツ
walnut,walnut,ウォルナットゥ
walmer,walmer,ウォルマー
wallow,wallow,ワロウ
walloping,walloping,ワロッピング
walloped,walloped,ワロップトゥ
wallop,wallop,ワロップ
wallnut,wallnut,ウォールナットゥ
wallis,wallis,ウォリス
walling,walling,ウォーリング
wallet,wallet,ウォレットゥ
waller,waller,ウォーラー
walled,walled,ウォールドゥ
wallah,wallah,ワーラー
wallace,wallace,ワーレス
wallaby,wallaby,ワラビー
wall,wall,ウォール
walkon,walkon,ウォークオン
walking,walking,ウォーキング
walkin,walkin,ウォーキン
walkietalkie,walkietalkie,ウォーキートーキー
walkie,walkie,ウォーキー
walker,walker,ウォーカー
walked,walked,ウォークトゥ
walk,walk,ウォーク
walesa,walesa,ワレサ
wale,wale,ウェイル
waldo,waldo,ウォルドウ
waldman,waldman,ウォルドゥマン
waldenses,waldenses,ウォルデンシーズ
walden,walden,ウォルデン
walcott,walcott,ウォルコットゥ
wal,wal,ウオル
waking,waking,ウエイキング
waken,waken,ウエイクン
wakefully,wakefully,ウエイクフリー
waked,waked,ウエイクトゥ
wake,wake,ウエイク
waiving,waiving,ウェイビング
waiver,waiver,ウエイヴァー
waive,waive,ウエイブ
waits,waits,ウエイツ
waitress,waitress,ウエイトゥレス
waiting,waiting,ウエイティング
waitin,waitin,ウェイティン
waites,waites,ウエイティス
waiter,waiter,ウエイター
waited,waited,ウエイティドゥ
wait,wait,ウエイトゥ
waisted,waisted,ウエイスティドゥ
waist,waist,ウエイストゥ
wainscoting,wainscoting,ウェインスコッティング
wainscot,wainscot,ウェインスコットゥ
wain,wain,ウェイン
wailing,wailing,ウェイリング
wail,wail,ウェイル
waif,waif,ウェイフ
wahoo,wahoo,ワーフー
wahhibi,wahhibi,ワハービ
wagonlit,wagonlit,ワゴンリー
wagonette,wagonette,ワゴネットゥ
wagoner,wagoner,ワゴナー
wagon,wagon,ワゴン
wagner,wagner,ワグナー
wagnalls,wagnalls,ワグノールズ
waging,waging,ウェイジング
waggon,waggon,ワゴン
waggling,waggling,ワグリング
waggle,waggle,ワグル
waggish,waggish,ワギッシュ
wagging,wagging,ワギング
waggery,waggery,ワゲリー
wagger,wagger,ワガー
wagged,wagged,ワグドゥ
wages,wages,ウェイジズ
wager,wager,ウェイジャー
waged,waged,ウェイジドゥ
wage,wage,ウェイジ
wag,wag,ワグ
wafting,wafting,ワフティング
wafter,wafter,ワフター
wafted,wafted,ワフティドゥ
waftage,waftage,ワフティジ
waft,waft,ワフトゥ
waffling,waffling,ワッフリング
waffle,waffle,ワッフル
wafer,wafer,ウェイファー
wads,wads,ワズ
wading,wading,ウェイディング
wadia,wadia,ワディア
wader,wader,ウェイダー
waded,waded,ウェイディドゥ
wade,wade,ウェイドゥ
waddling,waddling,ワドゥリング
waddler,waddler,ワドゥラー
waddle,waddle,ワドゥル
wadding,wadding,ワディング
wadded,wadded,ワディドゥ
wadalab,wadalab,ワダラブ
wad,wad,ワドゥ
waco,waco,ウェイコウ
wacky,wacky,ワッキー
wacko,wacko,ワコウ
wack,wack,ワック
wabbling,wabbling,ウォブリング
wabble,wabble,ワブル
vzpath,vzpath,ブイゼットゥパス
vzlog,vzlog,ブイゼットゥログ
vzdef,vzdef,ブイゼットゥデフ
vying,vying,ヴァイイング
vyce,vyce,バイス
vvdown,vvdown,ブイブイダウン
vulva,vulva,バルバ
vulture,vulture,ヴァルチャー
vulpine,vulpine,ヴァルパイン
vulnerably,vulnerably,ヴァルナラブリー
vulnerable,vulnerable,ヴァルナラブル
vulnerability,vulnerability,ヴァルナラビリティイ
vulnerabilities,vulnerabilities,バルナラビリティーズ
vulgate,vulgate,バルゲイトゥ
vulgarly,vulgarly,ヴァルガリー
vulgarizing,vulgarizing,ヴァルガライジング
vulgarizes,vulgarizes,ヴァルガライジズ
vulgarized,vulgarized,ヴァルガライズドゥ
vulgarize,vulgarize,ヴァルガライズ
vulgarity,vulgarity,バルガリティー
vulgarising,vulgarising,ヴァルガライジング
vulgarises,vulgarises,ヴァルガライジズ
vulgarise,vulgarise,ヴァルガライズ
vulgaris,vulgaris,バルガリス
vulgarian,vulgarian,ヴァルガリアン
vulgar,vulgar,ヴァルガー
vulcanology,vulcanology,バルケノロジー
vulcanize,vulcanize,ヴァルカナイズ
vulcanite,vulcanite,ヴァルカナイトゥ
vulcanise,vulcanise,ヴァルカナイズ
vulcan,vulcan,ヴァルカン
vuitton,vuitton,ビトン
vtswap,vtswap,ブイティースワップ
vtochg,vtochg,ブイトゥーチェンジ
vtlist,vtlist,ブイティーリストゥ
vtcopy,vtcopy,ブイティーコピー
vtclear,vtclear,ブイティークリア
vtam,vtam,ブイタム
vtachg,vtachg,ブイティーエイチェンジ
vsync,vsync,ブイシンク
vswitch,vswitch,ブイスイッチ
vswap,vswap,ブイスワップ
vsprintf,vsprintf,ブイエスプリントゥエフ
vspace,vspace,ブイスペイス
vset,vset,ブイセットゥ
vromans,vromans,ブローマンス
vris,vris,ブイリス
vrefm,vrefm,ブイリフム
vram,vram,ブイラム
vprintf,vprintf,ブイプリントゥエフ
voyeuristically,voyeuristically,ボワーリスティカリイ
voyeurist,voyeurist,ボワーヤリストゥ
voyeurism,voyeurism,ボワーヤリズム
voyeur,voyeur,ボーヤー
voyageur,voyageur,ボーヤジャー
voyager,voyager,ボイジャー
voyage,voyage,ボヤッジ
vowel,vowel,ヴァウエル
vowed,vowed,ヴァウドゥ
vow,vow,ヴァウ
vovo,vovo,ボボ
vouchsafing,vouchsafing,バウチセイフィング
vouchsafed,vouchsafed,バウチセイフトゥ
vouchsafe,vouchsafe,ヴァウチセイフ
vouching,vouching,ヴァウチング
vouches,vouches,ヴァウチズ
voucher,voucher,ヴァウチャー
vouched,vouched,ヴァウチトゥ
vouch,vouch,ヴァウチ
votive,votive,ボウティブ
voting,voting,ボウティング
votes,votes,ボウツ
voter,voter,ボウター
voted,voted,ボウティドゥ
vote,vote,ボウトゥ
votary,votary,ボウタリー
votaress,votaress,ボウタレス
vostok,vostok,ボーストク
voskhod,voskhod,ボスホード
vortices,vortices,ボーティシーズ
vortex,vortex,ボーテクス
voracity,voracity,ボラシティー
voracious,voracious,ボレイシャス
voortrekker,voortrekker,フォートレカー
voodoo,voodoo,ブードゥー
von,von,フォン
vomits,vomits,ボミッツ
vomiting,vomiting,ボミティング
vomit,vomit,ボミットゥ
vomero,vomero,ボメロウ
vomer,vomer,ボウマー
volvo,volvo,ボルボ
volute,volute,ボリュートゥ
voluptuous,voluptuous,ボラプチュアス
voluptuary,voluptuary,ボラプチュアリー
volunteering,volunteering,ボランティアリング
volunteered,volunteered,ボランティアードゥ
volunteer,volunteer,ボランティアー
voluntary,voluntary,ボランタリー
voluntarily,voluntarily,ボランタリリー
voluminous,voluminous,ボリューミナス
volumen,volumen,ボリュメン
volume,volume,ボリューム
volubly,volubly,ボリュブリイ
volublity,volublity,ボリュブリティイ
voluble,voluble,ボリュブル
volubility,volubility,ボリュビリティー
